"Sample" "Family.ID" "Population" "Population.Description" "Gender" "Relationship" "superpop"
"1942" "HG03617" "BD14" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"1943" "HG03618" "PK44" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1944" "HG03619" "PK44" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1945" "HG03620" "PK44" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"1946" "HG03621" "PK45" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1947" "HG03624" "PK46" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1948" "HG03625" "PK46" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1949" "HG03626" "PK46" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"1950" "HG03629" "PK47" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1951" "HG03631" "PK48" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1952" "HG03633" "PK49" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1953" "HG03634" "PK49" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1954" "HG03635" "PK49" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"1955" "HG03636" "PK50" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1956" "HG03638" "PK50" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"1957" "HG03639" "PK51" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1958" "HG03640" "PK51" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1959" "HG03641" "PK51" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1960" "HG03642" "ST006" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1961" "HG03643" "ST004" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1962" "HG03644" "ST004" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1963" "HG03645" "ST002" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1964" "HG03646" "ST001" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1965" "HG03649" "PK52" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1966" "HG03650" "PK52" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1967" "HG03651" "PK52" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1968" "HG03652" "PK53" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1969" "HG03653" "PK53" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1970" "HG03654" "PK53" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1971" "HG03656" "PK54" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1972" "HG03657" "PK54" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1973" "HG03660" "PK55" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1974" "HG03663" "PK56" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"1975" "HG03667" "PK58" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"1976" "HG03668" "PK58" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"1977" "HG03669" "PK58" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"1978" "HG03672" "ST008" "STU" "Sri Lankan Tamil in the UK" "male" "husband of Child" "SAS"
"1979" "HG03673" "ST010" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1980" "HG03679" "ST006" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1981" "HG03680" "ST009" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1982" "HG03681" "ST011" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1983" "HG03682" "ST012" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1984" "HG03683" "ST012" "STU" "Sri Lankan Tamil in the UK" "female" "child" "SAS"
"1985" "HG03684" "ST012" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1986" "HG03685" "ST013" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1987" "HG03686" "ST014" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1988" "HG03687" "ST015" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1989" "HG03688" "ST016" "STU" "Sri Lankan Tamil in the UK" "male" "child" "SAS"
"1990" "HG03689" "ST017" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1991" "HG03690" "ST018" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1992" "HG03691" "ST019" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1993" "HG03692" "ST020" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"1994" "HG03693" "ST021" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1995" "HG03694" "ST022" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1996" "HG03695" "ST023" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1997" "HG03696" "ST024" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1998" "HG03697" "ST025" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"1999" "HG03698" "ST026" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2000" "HG03699" "PK59" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2001" "HG03700" "PK59" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2002" "HG03701" "PK59" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2003" "HG03702" "PK60" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2004" "HG03703" "PK60" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2005" "HG03704" "PK60" "PJL" "Punjabi in Lahore,Pakistan" "female" "child" "SAS"
"2006" "HG03705" "PK61" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2007" "HG03706" "PK61" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2008" "HG03707" "PK61" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2009" "HG03708" "PK62" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2010" "HG03709" "PK62" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2011" "HG03710" "PK62" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2012" "HG03711" "ST027" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2013" "HG03713" "IT001" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2014" "HG03714" "IT009" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2015" "HG03715" "IT001" "ITU" "Indian Telugu in the UK" "male" "child" "SAS"
"2016" "HG03716" "IT009" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2017" "HG03717" "IT010" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2018" "HG03718" "IT010" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2019" "HG03719" "IT002" "ITU" "Indian Telugu in the UK" "female" "child" "SAS"
"2020" "HG03720" "IT052" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2021" "HG03721" "IT003" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2022" "HG03722" "IT002" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2023" "HG03723" "IT012" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2024" "HG03725" "IT002" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2025" "HG03727" "IT003" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2026" "HG03729" "IT013" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2027" "HG03730" "IT011" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2028" "HG03731" "IT013" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2029" "HG03732" "IT003" "ITU" "Indian Telugu in the UK" "male" "child" "SAS"
"2030" "HG03733" "ST041" "STU" "Sri Lankan Tamil in the UK" "female" "child" "SAS"
"2031" "HG03736" "ST043" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2032" "HG03738" "ST044" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2033" "HG03740" "ST038" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2034" "HG03741" "ST038" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2035" "HG03742" "IT015" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2036" "HG03743" "ST046" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2037" "HG03744" "ST047" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2038" "HG03745" "ST049" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2039" "HG03746" "ST050" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2040" "HG03750" "ST051" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2041" "HG03752" "ST053" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2042" "HG03753" "ST054" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2043" "HG03754" "ST051" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2044" "HG03755" "ST052" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2045" "HG03756" "ST052" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2046" "HG03757" "ST046" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2047" "HG03760" "ST058" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2048" "HG03761" "PK63" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2049" "HG03762" "PK63" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2050" "HG03763" "PK63" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2051" "HG03765" "PK64" "PJL" "Punjabi in Lahore,Pakistan" "female" "mother" "SAS"
"2052" "HG03766" "PK64" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2053" "HG03767" "PK65" "PJL" "Punjabi in Lahore,Pakistan" "male" "father" "SAS"
"2054" "HG03769" "PK65" "PJL" "Punjabi in Lahore,Pakistan" "male" "child" "SAS"
"2055" "HG03770" "IT016" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2056" "HG03771" "IT016" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2057" "HG03772" "IT004" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2058" "HG03773" "IT004" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2059" "HG03774" "IT020" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2060" "HG03775" "IT020" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2061" "HG03777" "IT022" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2062" "HG03778" "IT21" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2063" "HG03779" "IT019" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2064" "HG03780" "IT039" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2065" "HG03781" "IT018" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2066" "HG03782" "IT029" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2067" "HG03783" "IT029" "ITU" "Indian Telugu in the UK" "male" "child" "SAS"
"2068" "HG03784" "IT023" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2069" "HG03785" "IT024" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2070" "HG03786" "IT023" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2071" "HG03787" "IT027" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2072" "HG03788" "IT028" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2073" "HG03789" "IT028" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2074" "HG03790" "IT025" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2075" "HG03792" "IT026" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2076" "HG03793" "BD15" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2077" "HG03794" "BD15" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2078" "HG03795" "BD15" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2079" "HG03796" "BD16" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2080" "HG03797" "BD16" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2081" "HG03798" "BD16" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2082" "HG03799" "BD17" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2083" "HG03800" "BD17" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2084" "HG03801" "BD17" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2085" "HG03802" "BD18" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2086" "HG03803" "BD18" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2087" "HG03804" "BD18" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2088" "HG03805" "BD19" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2089" "HG03806" "BD19" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2090" "HG03807" "BD19" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2091" "HG03808" "BD20" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2092" "HG03809" "BD20" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2093" "HG03811" "BD21" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2094" "HG03812" "HG03812" "BEB" "Bengali in Bangladesh" "male" "unrel" "SAS"
"2095" "HG03813" "BD21" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2096" "HG03814" "BD22" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2097" "HG03815" "BD22" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2098" "HG03816" "BD22" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2099" "HG03817" "BD23" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2100" "HG03821" "BD24" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2101" "HG03822" "BD24" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2102" "HG03823" "BD25" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2103" "HG03824" "BD25" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2104" "HG03825" "BD25" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2105" "HG03826" "BD26" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2106" "HG03829" "BD27" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2107" "HG03830" "BD27" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2108" "HG03831" "BD27" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2109" "HG03832" "BD28" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2110" "HG03833" "BD28" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2111" "HG03834" "BD28" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2112" "HG03835" "ST024" "STU" "Sri Lankan Tamil in the UK" "female" "Child2" "SAS"
"2113" "HG03836" "ST074" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2114" "HG03837" "ST079" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2115" "HG03838" "ST078" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2116" "HG03840" "ST024" "STU" "Sri Lankan Tamil in the UK" "male" "child" "SAS"
"2117" "HG03842" "ST075" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2118" "HG03844" "ST075" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2119" "HG03845" "ST081" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2120" "HG03846" "ST080" "STU" "Sri Lankan Tamil in the UK" "male" "child" "SAS"
"2121" "HG03847" "ST083" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2122" "HG03848" "ST084" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2123" "HG03849" "ST082" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2124" "HG03850" "ST082" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2125" "HG03851" "ST089" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2126" "HG03854" "ST094" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2127" "HG03856" "ST092" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2128" "HG03857" "ST091" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2129" "HG03858" "ST090" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2130" "HG03861" "IT032" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2131" "HG03862" "IT035" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2132" "HG03863" "IT033" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2133" "HG03864" "IT034" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2134" "HG03866" "IT030" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2135" "HG03867" "IT038" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2136" "HG03868" "IT5" "ITU" "Indian Telugu in the UK" "female" "child" "SAS"
"2137" "HG03869" "IT035" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2138" "HG03870" "IT037" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2139" "HG03871" "HG03871" "ITU" "Indian Telugu in the UK" "male" "unrel" "SAS"
"2140" "HG03872" "IT036" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2141" "HG03873" "IT030" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2142" "HG03874" "IT006" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2143" "HG03875" "IT40" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2144" "HG03876" "IT006" "ITU" "Indian Telugu in the UK" "male" "child" "SAS"
"2145" "HG03879" "IT006" "ITU" "Indian Telugu in the UK" "male" "Child2" "SAS"
"2146" "HG03882" "IT039a" "ITU" "Indian Telugu in the UK" "female" "wife of child" "SAS"
"2147" "HG03884" "ST039" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2148" "HG03885" "ST016" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2149" "HG03886" "ST016" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2150" "HG03887" "ST106" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2151" "HG03888" "ST050" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2152" "HG03890" "ST110" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2153" "HG03894" "ST111" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2154" "HG03895" "ST107" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2155" "HG03896" "ST111" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2156" "HG03897" "ST115" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2157" "HG03898" "ST114" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2158" "HG03899" "ST114" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2159" "HG03900" "ST115" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2160" "HG03901" "BD29" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2161" "HG03902" "HG03902" "BEB" "Bengali in Bangladesh" "male" "unrel" "SAS"
"2162" "HG03903" "BD29" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2163" "HG03904" "BD30" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2164" "HG03905" "BD30" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2165" "HG03906" "BD30" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2166" "HG03907" "BD31" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2167" "HG03908" "BD31" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2168" "HG03909" "BD31" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2169" "HG03910" "BD32" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2170" "HG03911" "BD32" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2171" "HG03913" "BD33" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2172" "HG03914" "BD33" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2173" "HG03915" "BD33" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2174" "HG03916" "HG03916" "BEB" "Bengali in Bangladesh" "female" "unrel" "SAS"
"2175" "HG03917" "BD34" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2176" "HG03919" "BD35" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2177" "HG03920" "BD35" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2178" "HG03922" "BD36" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2179" "HG03924" "BD36" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2180" "HG03925" "BD37" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2181" "HG03926" "BD37" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2182" "HG03927" "BD37" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2183" "HG03928" "BD38" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2184" "HG03929" "BD38" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2185" "HG03930" "BD38" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2186" "HG03931" "BD39" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2187" "HG03934" "BD40" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2188" "HG03937" "BD41" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2189" "HG03939" "BD41" "BEB" "Bengali in Bangladesh" "female" "child" "SAS"
"2190" "HG03940" "BD42" "BEB" "Bengali in Bangladesh" "female" "mother" "SAS"
"2191" "HG03941" "BD42" "BEB" "Bengali in Bangladesh" "male" "father" "SAS"
"2192" "HG03942" "BD42" "BEB" "Bengali in Bangladesh" "male" "child" "SAS"
"2193" "HG03943" "ST116" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2194" "HG03944" "ST116" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2195" "HG03945" "ST117" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2196" "HG03947" "ST118" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2197" "HG03948" "ST010" "STU" "Sri Lankan Tamil in the UK" "female" "Child2" "SAS"
"2198" "HG03949" "ST123" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2199" "HG03950" "ST090" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2200" "HG03951" "ST013" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2201" "HG03953" "ST122" "STU" "Sri Lankan Tamil in the UK" "male" "father" "SAS"
"2202" "HG03955" "ST119" "STU" "Sri Lankan Tamil in the UK" "female" "mother" "SAS"
"2203" "HG03960" "IT044" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2204" "HG03963" "IT042" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2205" "HG03965" "IT45" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2206" "HG03967" "IT51" "ITU" "Indian Telugu in the UK" "male" "" "SAS"
"2207" "HG03968" "IT046" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2208" "HG03969" "IT046" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2209" "HG03971" "IT048" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
"2210" "HG03972" "IT049" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2211" "HG03973" "IT050" "ITU" "Indian Telugu in the UK" "female" "mother" "SAS"
"2212" "HG03974" "IT049" "ITU" "Indian Telugu in the UK" "male" "father" "SAS"
